URL,Product Name,Price,Overall Rating,Overall # of Reviews,User,Location,# of User Reviews,User Rating,Rating Title,Rating Description,Sizing
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=15,Double Buckle Suiting Belt,$96.00,5,1,Laloosh,"Dubai, UAE",15,5,Lovee it! ,Great piece that transforms your look! ,
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=15,Pouch Bag,$65.00,3,1,robotrex,"Toronto, ON",5,3,Not as expected,"Was a bit disappointed when this item arrived! I had high hopes for it, but it was too unstructured for me. It made me feel like it was a coin purse that I should have been hiding under a cloak. Very nice quality, though. Sadly, it will be returned.",
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=15,Bowie Off Shoulder Dress,$357.00,5,1,Rupi,Maine,1,5,unbelievable," This Bowie dress is at the most beautiful dress I have ever owned.  I love my other Zimmerman dress, the Ninety-Six Pintuck Mini but Bowie off shoulder hits it out of the ball park. It's stunning detail, beautiful fabric and sexy feminine look is just awesome!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=15,Heathers Off Shoulder Dress,$255.00,3,1,dianaathena,Athens GA,6,3,Watch the Waist Band,"I adored this dress and I was so excited to try it on. But be wary of the waistband, as it is a loop eyeleting there is no give and even if it fits perfectly everywhere else, if you are the smallest bit off at the waist it bunches and will not smooth out. I was so sad to return it but I knew the Size up would swallow me at the bust.",
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=15,Plisse Short Dress,$212.00,4,1,SWMT,NEW YORK,5,4,elegant and beautiful,I purchased this dress for my city hall wedding ceremony. It is super photogenic!,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=15,Separates High Waisted Bikini Bottoms,$75.00,5,1,alexxandra,"San Francisco, CA ",23,5,So flattering,"LOVE these! I got the S (5'5, 118) and it fits very comfortably. Not super tight but stays up- so happy with these!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Wayfarer Plunge Neck Dress,$347.50,5,1,gracer,"Seattle, WA",10,5,Love this Dress!,"I'm 5'2"" normally 110lbs but I'm now pregnant and weigh more around 118lbs these days! The print is so sweet and the material is very comfortable. A little bit more sheer than expected but with nude undergarments totally fine. Can't wait to wear this on my upcoming vacation with my bump. Think it will be totally wearable post bump as well!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Separates Cross Back One Piece,$132.50,3,1,cocoloco2,India,117,3,Not worth the price,I've been eyeing this swimsuit for some time. It seemed like a very flattering cut but the sizing seems a bit off. The material is extremely thin and there is no lining on the chest area. The stomach area is cut a bit loose and has some extra fabric that wrinkles and looks unflattering (despite pulling the back ties tightly) Definitely not worth the price. ,Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Scarf Bodice Top,$212.50,4,1,Romana,Chicago ,338,4,Size up,"Zimmerman, if you're familiar with the brand, runs very small. I always order up two whole sizes with this designer. I bought the Pearl-colored top in a size 2, and it was the right size. Beautiful and elegant. I lucked out with the last blouse available. 

Shopbop, however, delivered it in such a poor manner. The silk blouse was rolled up in a ball, in a plastic bag, without any care or concern for the material. It arrived needing a visit to the dry cleaners. Awful shipment procedure... not sure why they're failing with packaging and delivery in the last year. Designer coats/dresses do not come with garment bags for at least a year now. Silk blouses are rolled in a ball and put in a plastic bag. Terrible. They need to revert back to their old high-standard policies of packaging, shipping, and providing excellent customer service. ",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Strapless Drape Maxi Dress,$136.50,2.5,2,Valichka,Chicago,1,1,Too small!!!!!!!,Doesn't worth those money. The top is much smaller then bottom. Don't buy this dress you will be disappointed.  I returned it two times by trying different sizes. ,Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Melody Off Shoulder Top,$177.50,5,1,MRINO,Dubai,5,5,The perfect pair,"This top is beautiful and you have to buy the matching shorts because as a set it looks amazing.  I was surprised by the sizing though because I had to go 2 sizes up than my normal size.  I normally wear a 0 in top but after trying a size 1 as well, I ended up with a size 2 which is a little loose but much more comfortable. ",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Lovelorn Crochet Bikini,$78.00,5,1,zoe707,global trotter,1,5,LOVE!!!!!,"Exactly what I was looking for. Nice fabric, true to size, great design. Couldn't be happier with the order! ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Pintuck Slip Dress,$237.50,5,1,marns89,"NYC,NY",184,5,Beautiful dress!,I'm a size 8 and bought this in a size 2 (fits size 6-8) and it fits perfectly. Love that the straps are adjustable. Beautifully made dress. ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Goldentime Pointed Flats,$172.50,1,1,rupertandchristina,"Scottsdale, Arizona",11,1,Total Garbage,These were already falling apart when I opened the box before even trying them on. After trying them on they looked even cheaper. 99% of the time things I order from shopbop are awesome but these were completely different than pictured and horrible.,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Golden Plisse Mini Dress,$525.00,5,1,LizOda,"New York, NY",3,5,Splurge! - You Wont Regret It,This dress is worth every penny. You can never go wrong with Zimmerman. Be mindful of the v-neck when sizing!,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Separates Fixed Tri Bra,$43.50,2,1,Anna94,TX,1,2,Not worth the money,"It's a basic bra top that's extra pricey for the quality, Zimmermann had it on sale like two months ago but it sold out really fast so I couldn't get it, and I don't get why it's still full-priced here",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Melody High Waist Bikini Bottoms,$63.00,2,1,ewark,Toronto,1,2,Fits smaller,This bottom fits much smaller than Zimmermann's normal bathing suit bottoms. I would highly recommend going a size up in this. Top fits true to size.,Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Tie Side Bikini Bottoms,$52.00,4,1,Black velvet rose ,"Oslo, Norway",253,4,Great bikini bottoms,Zimmerman is quality. Period. Always. 4 stars because the sizing is larger than expected. ,Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Strapless Draped Maxi Dress,$70.00,2.5,3,LoganChristine,Los Angeles,4,2,$350 and not Doubled Lined?,"I bought this as an option to wear as a bridesmaid dress for my cousins wedding and I was so disappointed when I received this. It was incredibly thin, so thin that you could see my NUDE thong through it! For a $350 dress I would have expected it to be at least lined. It was also very long and would definitely need to be hemmed (I'm 5'5"") which would bring about another charge.  I would not recommend this dress. ",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Helm Eyelet Vine Blouse,$336.00,5,1,The Moptop,Portland ,1,5,SO STUNNING,This top is worth the investment. It's so beautiful and a classic piece I will be wearing for years to come! ,
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=30,Wrap Flounce Dress,$297.50,4,2,I_WEAR_PRADA,washington DC,30,3,"Nice dress, terrible condition","Arrived in a tiny plastic bag, every inch of the dress wrinkled! And with such style, and a $600 price tag - it should be perfect! Not prepared to spend time ironing.  But if you are, it's a flattering cut, will look great with over-the-knee boots.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Wrap Flounce Dress,$297.50,4,2,chikaboom,"Miami, FL",16,5,Gorgeous but color is not as pictured,"This dress has a stunning, unusual chartreuse color.  The satin is gorgeous and very old Hollywood.  I would say this is more of a greenish color than mustard for sure but very unusual and beautiful.  ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Jasper Tie Dress,$212.00,5,1,Rocky Mountain Chic,CANADA,27,5,Summer wedding dress,"Perfect dress for summer wedding/bridal shower.  Fits snug around my torso, I don't think you could wear a bra with it so might be better for us small chested ladies.  I saw Jules Hough wearing this with a jean jacket, so cute!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Paradiso Embroidered Blouse,$144.00,3,1,RobynA,FL,3,3,Way too voluminous,"I wanted this so bad.  Stalked it until it went on sale.  But it is just way too much material in the body.  I got a 0...I wear a 2-4 in regular sizes.  Everything in the upper body was perfect.  The body of the top just needs to be trimmed down.  It is much fuller than appears in the photos.  The photo also looks like a lighter, French Blue than in person.  It is a true navy blue. ",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Sueded Drape Bodice Dress,$174.00,1,1,kris17,"boston,ma",1,1,VERY disappointed,"I am a big shopbop fan, but receiving this dress and seeing the lack of quality was really disappointing. Its expensive! I ordered a 1/sm (like I usually do) and it wouldn't even zip. ",
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Divinity Ruffle Dress,$398.00,5,1,m5611,"New York,  NY",1,5,Amazing,This dress is even more beautiful in person. True to size. I  received so many compliments on this dress when I wore it. I absolutely love it!,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Aerial Crochet Bra Bikini,$164.50,5,1,Doc Tash,"NY, NY",18,5,Always could use a new bikini,"I didn't want to spend so much on a bikini, but it is a great purchase.   So comfortable.   Love the look with the crochet on top.  Floral print is also beautiful.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,V Strapless Jumpsuit,$249.00,5,1,Romana,Chicago ,338,5,Gorgeous,"Beautiful jumpsuit, but it does run small! I'm usually a 0 in most designers, and needed a 1 or 2 in this jumpsuit, as the chest was too small to even zip. Because I sized up, the hem was a bit longer than ideal, so I had it tailored! Well worth it!",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Silk Curve Long Dress,$148.50,2,1,shopbbop,NYC,4,2,too small around back,"i am typically a size 2 or 4, and tried this in both size 0 and 1. neither would zip around my back! also, the material is VERY thin and does not hold you in at ALL.Expected much better with such a pricey silk dress!",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Caravan Embroidered Day Dress,$318.00,5,1,Nortii,Saudi Arabia - Jeddah,1,5,Dresses,Nothing spiceal,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Zephyr Broderie Dress,$159.00,5,1,CESF,"Irvine, CA",4,5,Amazing Dress,I love this dress so much.  It is so flattering and well made.  Zimmermann has been my go-to designer when I need a great dress and when I can find something on sale!  ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Silk Flutter Long Dress,$174.00,5,1,Kiki P,"san francisco, CA",1,5,great color,i loved this dress. i am a C cup and  i wore this without a bra. dress did a great job holding up my chi chis. color and fit is great. This dress looks better in person and also prettier on! Draping in front is very pretty. this dress is girly and feminine. perfect for day or night. also Im medium 5'3 and size was great. ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Roza Broderie Day Dress,$367.50,3,1,S.K.W.,"Nashville, TN",226,3,Okay,This dress wasn't as cute on me as it is the model - I wear a size 6 and got a size 2 which seemed to be too slightly too big which was probably part of the problem. I also though it looked odd across my chest - it may look better if you have a smaller cup size.,Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Eden Embroidered Top,$240.00,4,1,Ribbons,HK,3,4,A very pretty blouse.,I like it very much especially the color and lace.,Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Sueded Flounce Dress,$240.00,5,1,debleb,Indiana,7,5,Lovely dress.,Beautiful color. Beautiful fabric. ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=45,Zephyr Button Shorts,$126.00,5,1,candy cane sugarpop,"New York, New York",3,5,Top of the line nautical shorts,"These shorts are so cute, stylish and fits to perfection. Pairs well with a white long sleeved cotton blouse. I purchased a size 1, I usually wear a US size 4. If you wear US size 6 you may want to try a Zimmermann size 2.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Sakura Embroidery Dress,$805.00,3,2,KIM55,TAIWAN,1,5,LOVE!!!,I love this dress! very beautiful !!,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Sakura Embroidery Dress,$805.00,3,2,LJH1031,"Seattle, WA",37,1,Not as cute in person,This dress was not as cute in person.  It showed up crumpled and had obviously been returned by someone else.  It was extremely short on me and not flattering at all.  Returned.,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Lavish Bell Midi Dress,$540.00,5,1,ZKRT,"Sydney, Australia",1,5,Larger bust - size up! ,"This is a beautiful piece by Zimmermann. The fabric is gorgeous and the cut is flattering. I found this dress to be small to size in the bust area not large to size as it was mentioned. I buy a lot of Zimmermann and I have a larger bust 12E. Usually I am able to stick to my usual size but I had to size up due to the particular style of this dress which is fitted around the bust. Take this into consideration. Other than that, the dress is gorgeous and definitely worth purchasing! ",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Separates Triangle Bikini Top,$80.00,5,1,wise woman,33498,2,5,great fit,great fit...top was just perfect coverage..loved the suit...I am short and curvey and the bottom and the top fit beautifully,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Epoque Tulip Bikini,$82.50,3,1,Moncia,"San Diego, CA",5,3,it's an okay looking bikini,"runs small and doesn't really look that expensive, but it is still class looking ",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Realm Scallop Dress,$595.00,2,1,Melmelmel,"boston, MA",1,2,Tooooo sheer,There is no appropriate underwear to fit at all....just too sheer,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Back Drape Dress,$98.75,4,6,Michou,HONG KONG,11,4,Nice dress but packaging was horrible,"I choose beautiful blue color at my size and I liked it for the wonderful color, the bland design and the chic fabric so much  and the size also was just  as I expected but the dress was delivered in a plastic bag in a small box and too many wrinkles on it. I was very disappointed at the packaging. I can recommend for the dress if someone interested but shop bop customer service centre reflex for the packaging when they send any nice dresses as another purchasers are not happy like me. At least they need to use proper size box with a clothes hanger. I hope I can hear from the customer service center what they can do better soon for this packaging matter.  I was very disappointed at the packaging. I can recommend for the dress if someone interested but shop bop customer service centre reflex for the packaging when they send any nice dresses as another purchasers are not happy like me. At least they need to use proper size box with a clothes hanger. I hope I can hear from the customer se",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Crepe Lace Top,$85.00,5,2,maryrose,rocky river ohio,23,5,Beautiful top,It fits great and is perfect for a Friday night out!,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Crepe Lace Top,$85.00,5,2,S.K.W.,"Nashville, TN",226,5,So cute and well made.,I love this top - the fabric is really thick and well made and the lace is beautiful. Fits TTS to other Zimmermann products - I wear a 4/6 and ordered a 1 which fits perfectly. ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Lace Ankle Heels,$142.50,1,1,beaches,"Charleston, SC ",3,1,Disappointing fit,"I so wanted to like these! Everything was great until I went to put the strap around my ankle- would not fit around my ankle! I usually have a problem with shoes being too loose around my ankles so this was quite surprising. For reference I'm 5'9, 132 pounds, a size 4 to 6 in clothes and a 10 in shoes. ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Silk Petal Twist Dress,$109.50,3.5,3,Elie,California,83,3,"Such a great cut, such cheap fabric","The TOP of this dress is so sexy and beautifully cut, a great evening dress for someone who wants to show some breast-age. Then it devolves into a wrinkly, bulgy tulip-wrap mess that ruins the whole concept.  If I could alter the fabric into something that doesn't feel like polyester, and eliminate the weird layers at the tummy, I would buy it in multiples. 
I so want this dress to work, but it makes my top half look like a movie star and my bottom half like Home Shopping Network :(
That said...if you have awesome boobage and you want to hide some extra below the waist - this may work for you.
BTW, I'm a D-cup and while I agree this dress is all about the boob, it's not THAT naked. You could wear it at an evening wedding and it would be just on the edge of too sexy.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Ticking Bonded Tulip Bikini,$94.50,4,1,Dr. LC,"Newport Beach, California",244,4,The White Bikini I've Always Wanted,"I have spent years trying on white bikinis only to repeatedly realize that even dry, they're usually somewhat transparent. Zimmermann has layered the material and fabricated the suit so that even when wet nothing is revealed. I love skimpy bikinis, but I also love those that have fuller coverage bottoms and bra-like tops. This definitely fits like a bra with good support while the bottoms ride low and are about 75% full coverage in the seat. My only complaint is that this is sold as a set; we are rarely the same size on top as we are on the bottom (5'10, 142lbs, 36DD, athletic). First, I ordered a medium (2): the bottoms fit perfectly, but the top was too small (the cup cuts across demi style) so I returned, reordering a large (3). This size fits on top, but the bottoms sag here and there. Still, it's easier to take away material than add it so the bottoms are going to the tailor. This is the second pair of Zimmermann bottoms I've tailored in order to get the ideal fit. Worth it!",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Belle Bustier Romper,$144.00,2,1,SamSilk,"Dallas, TX",1,2,Not for busty women,"I normally wear an XS or a Size 2, so I ordered the size 0 (US size 2-4).  It fit ok on the bottom, but I am a 34D and I was spilling out of the small bra cups. The pattern was adorable and the fabric was high quality, but this romper is not meant for women with larger chests. Sadly, I had to return.",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=60,Alchemy Flutter Tri Bikini,$137.50,2,1,S.K.W.,"Nashville, TN",226,2,Cute idea...,"The bottoms of this suit is cute and run true to size with the Zimmermann swimsuits - (I'm a size 4/6 and ordered a size 2). I found the top triangles to be too small and not flattering at all (32DD). They are slightly padded, but offer no support. The back is cute, but the ruffles don't lay flat at all. The color is also really weird - unless you have a tan or darker skin it will make you look really washed out. Returned.",True to Size / As Expected
