StoreName,ProductCategory,ProductSubcategory,ProductURL,ProductTitle,ProductBrand,ProductPrice
Kroger,Meat & Seafood,Bacon & Breakfast Sausage,https://www.kroger.com/p/boar-s-head-maple-brown-sugar-flavored-bacon/0004242111060?fulfillment=PICKUP,Boar's Head Maple Brown Sugar Flavored Bacon,Boar's Head Maple Brown Sugar Flavored Bacon,7.99
Kroger,Meat & Seafood,Bacon & Breakfast Sausage,https://www.kroger.com/p/three-bridges-uncured-bacon-cheese-egg-bites/0074275334729?fulfillment=PICKUP,Three Bridges™ Uncured Bacon & Cheese Egg Bites,Three Bridges™ Uncured Bacon & Cheese Egg Bites,4.99
Kroger,Meat & Seafood,Dinner Sausage,https://www.kroger.com/p/bar-s-breakfast-fully-cooked-pork-chorizo-links/0001590006927?fulfillment=PICKUP,Bar-S® Breakfast Fully Cooked Pork Chorizo Links,Bar-S® Breakfast Fully Cooked Pork Chorizo Links,3.49
Kroger,Meat & Seafood,Bacon & Breakfast Sausage,https://www.kroger.com/p/oscar-mayer-fully-cooked-thick-cut-bacon/0004470006662?fulfillment=PICKUP,Oscar Mayer Fully Cooked Thick Cut Bacon,Oscar Mayer Fully Cooked Thick Cut Bacon,4
Kroger,Meat & Seafood,Bacon & Breakfast Sausage,https://www.kroger.com/p/johnsonville-turkey-breakfast-sausage-links/0007778203059?fulfillment=PICKUP,Johnsonville® Turkey Breakfast Sausage Links,Johnsonville® Turkey Breakfast Sausage Links,0
Kroger,Meat & Seafood,Bacon & Breakfast Sausage,https://www.kroger.com/p/san-manuel-pork-chorizo/0008242513199?fulfillment=PICKUP,San Manuel Pork Chorizo,San Manuel Pork Chorizo,4.99
Kroger,Meat & Seafood,Bacon & Breakfast Sausage,https://www.kroger.com/p/simple-truth-traditional-pork-sausage-links/0001111086179?fulfillment=PICKUP,Simple Truth™ Traditional Pork Sausage Links,Simple Truth™ Traditional Pork Sausage Links,5.49
Kroger,Meat & Seafood,Fish,https://www.kroger.com/p/wild-planet-albacore-wild-tuna-four-pack/0082969600104?fulfillment=PICKUP,Wild Planet Albacore Wild Tuna Four Pack,Wild Planet Albacore Wild Tuna Four Pack,17.99
Kroger,Meat & Seafood,Fish,https://www.kroger.com/p/wild-planet-skipjack-wild-tuna/0082969600118?fulfillment=PICKUP,Wild Planet Skipjack Wild Tuna,Wild Planet Skipjack Wild Tuna,13.49
Kroger,Pantry,Canned Foods,https://www.kroger.com/p/wild-planet-skipjack-wild-tuna/0082969600070?fulfillment=PICKUP,Wild Planet Skipjack Wild Tuna,Wild Planet Skipjack Wild Tuna,3.99
Kroger,Meat & Seafood,Fish,https://www.kroger.com/p/bumble-bee-prime-protein-on-the-run-olive-oil-mild-jalapeno-tuna-snack-kit/0008660070910?fulfillment=PICKUP,Bumble Bee Prime™ Protein On The Run™ Olive Oil & Mild Jalapeno Tuna Snack Kit,Bumble Bee Prime™ Protein On The Run™ Olive Oil & Mild Jalapeno Tuna Snack Kit,3.49
Kroger,Meat & Seafood,Fish,https://www.kroger.com/p/bumble-bee-protein-on-the-run-olive-oil-zesty-lemon-tuna-snack-kit/0008660070911?fulfillment=PICKUP,Bumble Bee™ Protein On The Run™ Olive Oil & Zesty Lemon Tuna Snack Kit,Bumble Bee™ Protein On The Run™ Olive Oil & Zesty Lemon Tuna Snack Kit,3.49
Kroger,Natural & Organic,Grocery,https://www.kroger.com/p/rollingreens-me-eat-chorizo/0085003573700?fulfillment=PICKUP,RollinGreens Me'eat Chorizo,RollinGreens Me'eat Chorizo,8.99
Kroger,Pantry,Canned Foods,https://www.kroger.com/p/bumble-bee-whole-shucked-baby-clams/0008660070240?fulfillment=PICKUP,Bumble Bee Whole Shucked Baby Clams,Bumble Bee Whole Shucked Baby Clams,2.89
Kroger,Pantry,Canned Foods,https://www.kroger.com/p/wild-planet-albacore-wild-tuna/0082969600053?fulfillment=PICKUP,Wild Planet Albacore Wild Tuna,Wild Planet Albacore Wild Tuna,3.79
Kroger,Meat & Seafood,Specialty Meat,https://www.kroger.com/p/private-selection-grab-go-smoked-club-trio-fresh-sliced-deli-meat/0021727670000?fulfillment=PICKUP,Private Selection Grab & Go Smoked Club Trio Fresh Sliced Deli Meat,Private Selection Grab & Go Smoked Club Trio Fresh Sliced Deli Meat,12.99
Kroger,Pantry,Canned Foods,https://www.kroger.com/p/wild-planet-albacore-no-salt-added-wild-tuna/0082969600054?fulfillment=PICKUP,Wild Planet Albacore No Salt Added Wild Tuna,Wild Planet Albacore No Salt Added Wild Tuna,3.79
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/epic-bites-bacon-hickory-smoked-case-of-10-3-oz-/0074615564456?fulfillment=PICKUP,Epic - Bites - Bacon - Hickory Smoked - Case of 10 - 3 oz.,Epic - Bites - Bacon - Hickory Smoked - Case of 10 - 3 oz.,84.37
Kroger,Meat & Seafood,Chicken,https://www.kroger.com/p/ceres-peach-juices-case-of-3-11-2-fl-oz-/0074615563234?fulfillment=PICKUP,Ceres Peach Juices - Case of 3 - 11.2 fl oz.,Ceres Peach Juices - Case of 3 - 11.2 fl oz.,63.99
Kroger,Natural & Organic,Grocery,https://www.kroger.com/p/rollingreens-ground-taco-me-eat/0086000096773?fulfillment=PICKUP,RollinGreens Ground Taco Me'eat,RollinGreens Ground Taco Me'eat,8.99
Kroger,Meat & Seafood,Beef,https://www.kroger.com/p/stryve-foods-beef-biltong-smoked-case-of-12-2-25-oz-/0074615564168?fulfillment=PICKUP,Stryve Foods - Beef Biltong Smoked - Case of 12 - 2.25 oz.,Stryve Foods - Beef Biltong Smoked - Case of 12 - 2.25 oz.,100.55
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/pork-boneless-whole-tenderloin-2-pieces-per-pack-/0001111063400?fulfillment=PICKUP,Pork Boneless Whole Tenderloin (2 Pieces per Pack),Pork Boneless Whole Tenderloin (2 Pieces per Pack),4.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/hormel-cure-81-boneless-ham-limit-2-at-sale-retail-/0023368000000?fulfillment=PICKUP,Hormel Cure 81 Boneless Ham (Limit 2 at Sale Retail),Hormel Cure 81 Boneless Ham (Limit 2 at Sale Retail),6.49
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/mezco-carnitas-sauce-spice-blend-flavor-duo-seasoning/0004600013357?fulfillment=PICKUP,Mezco™ Carnitas Sauce & Spice Blend Flavor Duo Seasoning,Mezco™ Carnitas Sauce & Spice Blend Flavor Duo Seasoning,5.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/private-selection-maple-bourbon-boneless-spiral-sliced-ham-limit-2-at-sale-retail-/0029381150000?fulfillment=PICKUP,Private Selection™ Maple Bourbon Boneless Spiral Sliced Ham (Limit 2 at Sale Retail),Private Selection™ Maple Bourbon Boneless Spiral Sliced Ham (Limit 2 at Sale Retail),23.96
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/bear-creek-uncooked-cured-sliced-salt-pork/0072924700002?fulfillment=PICKUP,Bear Creek Uncooked Cured Sliced Salt Pork,Bear Creek Uncooked Cured Sliced Salt Pork,3.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/pork-boneless-sirloin-chops-value-pack/0023334400000?fulfillment=PICKUP,Pork Boneless Sirloin Chops Value Pack,Pork Boneless Sirloin Chops Value Pack,12.35
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/hormel-cure-81-ham-limit-2-at-sale-retail-/0023372000000?fulfillment=PICKUP,Hormel® Cure 81 Ham (Limit 2 at Sale Retail),Hormel® Cure 81 Ham (Limit 2 at Sale Retail),20.97
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/kroger-spiral-sliced-honey-ham-half-8-10-lb-limit-2-at-sale-retail-/0021381000000?fulfillment=PICKUP,Kroger® Spiral Sliced Honey Ham Half (8-10 lb) (Limit 2 at Sale Retail),Kroger® Spiral Sliced Honey Ham Half (8-10 lb) (Limit 2 at Sale Retail),34.41
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/bear-creek-uncooked-cured-salt-pork/0072924700001?fulfillment=PICKUP,Bear Creek Uncooked Cured Salt Pork,Bear Creek Uncooked Cured Salt Pork,3.59
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/hormel-cure-81-quarter-ham-limit-2-at-sale-retail-/0023387100000?fulfillment=PICKUP,Hormel Cure 81 Quarter Ham (Limit 2 at Sale Retail),Hormel Cure 81 Quarter Ham (Limit 2 at Sale Retail),8.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/cook-s-shank-half-ham-limit-2-at-sale-retail-/0022372700000?fulfillment=PICKUP,Cook's Shank Half Ham (Limit 2 at Sale Retail),Cook's Shank Half Ham (Limit 2 at Sale Retail),28.41
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/cook-s-butt-portion-ham-limit-2-at-sale-retail-/0022370100000?fulfillment=PICKUP,Cook's Butt Portion Ham (Limit 2 at Sale Retail),Cook's Butt Portion Ham (Limit 2 at Sale Retail),28.41
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/pork-shoulder-country-ribs/0029389350000?fulfillment=PICKUP,Pork Shoulder Country Ribs,Pork Shoulder Country Ribs,15.71
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/hormel-extra-lean-boneless-ham/0003760000064?fulfillment=PICKUP,Hormel® Extra Lean Boneless Ham,Hormel® Extra Lean Boneless Ham,9.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/cook-s-thick-cut-ham-steak/0022378100000?fulfillment=PICKUP,Cook's Thick Cut Ham Steak,Cook's Thick Cut Ham Steak,4.24
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/kroger-bacon-wrapped-pork-filet/0001111050131?fulfillment=PICKUP,Kroger® Bacon Wrapped Pork Filet,Kroger® Bacon Wrapped Pork Filet,4.49
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/owens-sliced-ham-steaks/0007011000853?fulfillment=PICKUP,Owens Sliced Ham Steaks,Owens Sliced Ham Steaks,9.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/kroger-pork-neckbones/0022348450000?fulfillment=PICKUP,Kroger Pork Neckbones,Kroger Pork Neckbones,3.29
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/la-herencia-al-pastor-boneless-pork-dices/0007633865945?fulfillment=PICKUP,La Herencia® Al Pastor Boneless Pork Dices,La Herencia® Al Pastor Boneless Pork Dices,6.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/adaptable-meals-brown-sugar-seasoned-dry-rub-boneless-pork-belly/0004531047260?fulfillment=PICKUP,Adaptable Meals Brown Sugar Seasoned Dry Rub Boneless Pork Belly,Adaptable Meals Brown Sugar Seasoned Dry Rub Boneless Pork Belly,8.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/smithfield-anytime-favorites-boneless-hickory-smoked-sliced-ham/0007080003722?fulfillment=PICKUP,Smithfield Anytime Favorites Boneless & Hickory Smoked Sliced Ham,Smithfield Anytime Favorites Boneless & Hickory Smoked Sliced Ham,4.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/adaptable-meals-chophouse-blend-boneless-pork-ribeye-chops/0004531028057?fulfillment=PICKUP,AdapTable® Meals Chophouse Blend Boneless Pork Ribeye Chops,AdapTable® Meals Chophouse Blend Boneless Pork Ribeye Chops,5.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/kroger-fully-cooked-boneless-half-ham-limit-2-at-sale-retail-/0021386300000?fulfillment=PICKUP,Kroger® Fully Cooked Boneless Half Ham (Limit 2 at Sale Retail),Kroger® Fully Cooked Boneless Half Ham (Limit 2 at Sale Retail),11.09
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/smithfield-sliced-hickory-ham-quarter-limit-2-at-sale-retail-/0025387200000?fulfillment=PICKUP,Smithfield Sliced Hickory Ham Quarter (Limit 2 at Sale Retail),Smithfield Sliced Hickory Ham Quarter (Limit 2 at Sale Retail),14.44
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/private-selection-uncured-maplewood-smoked-honey-ham-limit-2-at-sale-retail-/0020368600000?fulfillment=PICKUP,Private Selection® Uncured Maplewood Smoked Honey Ham (Limit 2 at Sale Retail),Private Selection® Uncured Maplewood Smoked Honey Ham (Limit 2 at Sale Retail),10.57
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/kroger-shaved-pork/0001111004367?fulfillment=PICKUP,Kroger® Shaved Pork,Kroger® Shaved Pork,3.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/private-selection-uncured-maplewood-smoked-ham-limit-2-at-sale-retail-/0020368650000?fulfillment=PICKUP,Private Selection® Uncured Maplewood Smoked Ham (Limit 2 at Sale Retail),Private Selection® Uncured Maplewood Smoked Ham (Limit 2 at Sale Retail),10.32
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/lloyd-s-seasoned-smoked-baby-back-pork-ribs-in-original-bbq-sauce/0007892978560?fulfillment=PICKUP,Lloyd's Seasoned & Smoked Baby Back Pork Ribs in Original BBQ Sauce,Lloyd's Seasoned & Smoked Baby Back Pork Ribs in Original BBQ Sauce,20.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/hormel-sliced-dry-salt-cured-pork/0003760004953?fulfillment=PICKUP,Hormel™ Sliced Dry Salt Cured Pork,Hormel™ Sliced Dry Salt Cured Pork,5.49
Kroger,Meat & Seafood,Packaged Deli Meat,https://www.kroger.com/p/buddig-black-forest-ham-lunchmeat-tub/0007740012123?fulfillment=PICKUP,Buddig™ Black Forest Ham Lunchmeat Tub,Buddig™ Black Forest Ham Lunchmeat Tub,0
Kroger,Meat & Seafood,Packaged Deli Meat,https://www.kroger.com/p/buddig-thin-sliced-smoked-ham-lunchmeat/0007740012723?fulfillment=PICKUP,Buddig™ Thin-Sliced Smoked Ham Lunchmeat,Buddig™ Thin-Sliced Smoked Ham Lunchmeat,0
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/private-selection-natural-duroc-pork-boneless-loin-chops-twin-pack/0001111061219?fulfillment=PICKUP,Private Selection Natural Duroc Pork Boneless Loin Chops Twin Pack,Private Selection Natural Duroc Pork Boneless Loin Chops Twin Pack,5.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/private-selection-bone-in-pork-chop-service-meat-counter-/0020331590000?fulfillment=PICKUP,Private Selection Bone In Pork Chop (Service Meat Counter),Private Selection Bone In Pork Chop (Service Meat Counter),5.49
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/private-selection-natural-duroc-pork-bone-in-loin-chops-twin-pack/0001111061220?fulfillment=PICKUP,Private Selection Natural Duroc Pork Bone-In Loin Chops Twin Pack,Private Selection Natural Duroc Pork Bone-In Loin Chops Twin Pack,5.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/cook-in-a-bag-lemon-garlic-pork-tenderloin/0001111061946?fulfillment=PICKUP,Cook in a Bag Lemon Garlic Pork Tenderloin,Cook in a Bag Lemon Garlic Pork Tenderloin,6.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/smithfield-boneless-hickory-smoked-pork-chops/0007080004910?fulfillment=PICKUP,Smithfield Boneless Hickory Smoked Pork Chops,Smithfield Boneless Hickory Smoked Pork Chops,5.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/kroger-cook-in-bag-peppercorn-seasoned-pork-tenderloin/0001111097434?fulfillment=PICKUP,Kroger® Cook-in-Bag Peppercorn Seasoned Pork Tenderloin,Kroger® Cook-in-Bag Peppercorn Seasoned Pork Tenderloin,6.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/pork-loin-boneless-center-cut-thick-pork-chops/0028327300000?fulfillment=PICKUP,Pork Loin Boneless Center Cut Thick Pork Chops,Pork Loin Boneless Center Cut Thick Pork Chops,8.21
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/kroger-cook-in-bag-chipotle-pepper-st-louis-style-pork-spareribs/0026329950000?fulfillment=PICKUP,Kroger® Cook-in-Bag Chipotle Pepper St. Louis Style Pork Spareribs,Kroger® Cook-in-Bag Chipotle Pepper St. Louis Style Pork Spareribs,13.49
