url_scraper,URL,Title,Author,Date
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/spanish-uav-manufacturer-expands-regional-footprint-with-indonesian-partner,Spanish UAV manufacturer expands regional footprint with Indonesian partner,By Ridzwan Rahmat,21 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/leonardo-delivers-first-ecrs-mk-2-radar-for-raf-to-bae-systems-for-integration,Leonardo delivers first ECRS Mk 2 radar for RAF to BAE Systems for integration,By Gareth Jennings,21 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/first-mi-24-helicopter-overhauled-in-uganda,First Mi-24 helicopter overhauled in Uganda,By Jeremy Binnie,20 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/update-kai-kf-21-conducts-test-launch-of-iris-t-missile,Update: KAI KF-21 conducts test launch of IRIS-T missile,By Akhil Kadidal,19 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/uk-reaper-shown-carrying-new-undisclosed-sensor-payload,UK Reaper shown carrying new undisclosed sensor payload,By Gareth Jennings,19 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/update-japanese-army-uh-60-crashes-near-miyako,Update: Japanese Army UH-60 crashes near Miyako,By Akhil Kadidal,18 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/philippines-to-acquire-additional-nc212i-aircraft,Philippines to acquire additional NC212i aircraft,By Akhil Kadidal,17 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/ukraine-conflict-germany-approves-polish-mig-transfer-to-ukraine,Ukraine conflict: Germany approves Polish MiG transfer to Ukraine,By Gareth Jennings,17 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/uk-announces-additional-funding-for-tempest,UK announces additional funding for Tempest,By Gareth Jennings,14 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/turkey-showcases-anadolu-unmanned-air-wing,Turkey showcases Anadolu unmanned air wing,By Gareth Jennings,13 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/us-army-developing-hades-isr-prototypes,US Army developing HADES ISR prototypes,By Carlo Munoz,13 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/new-zealand-defence-force-experiments-with-loitering-munitions,New Zealand Defence Force experiments with loitering munitions,By Oishee Majumdar,13 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/indonesia-to-receive-kf-21-prototype-no-5-if-payments-completed,Indonesia to receive KF-21 prototype no 5 if payments completed,By Akhil Kadidal,13 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/australian-defence-review-outlines-shift-to-strategy-of-denial,Australian defence review outlines shift to strategy of denial,By Julian Kerr,25 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/japan-deploys-bmd-system-to-counter-north-korea,Japan deploys BMD system to counter North Korea,By Kapil Kajal,24 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/germany-joins-common-armoured-vehicle-system-programme-sweden-buys-its-first-vehicles,"Germany joins Common Armoured Vehicle System programme, Sweden buys its first vehicles",By Nicholas Fiorenza,21 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/droneshield-to-deliver-portable-c-uas-equipment-to-the-us-dod,DroneShield to deliver portable C-UAS equipment to the US DoD,By Oishee Majumdar,20 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/south-korea-outlines-ktssm-ii-project,South Korea outlines KTSSM-II project,By Kapil Kajal,20 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/more-flight-testing-slated-for-pac-3-and-aegis,More flight-testing slated for PAC-3 and Aegis,By Michael Fabey,20 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/ukraine-conflict-patriots-arrive-in-country,Ukraine conflict: Patriots arrive in country,By Nicholas Fiorenza,20 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/switzerland-orders-more-120-mm-mortar-systems,Switzerland orders more 120 mm mortar systems,By Nicholas Fiorenza,19 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/us-philippine-armies-fire-atmos-2000-himars-in-drills,"US, Philippine armies fire ATMOS 2000, HIMARS in drills",By Kapil Kajal,19 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/update-kai-kf-21-conducts-test-launch-of-iris-t-missile,Update: KAI KF-21 conducts test launch of IRIS-T missile,By Akhil Kadidal,19 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/us-army-developing-new-smart-munition-for-m-shorad-chain-gun,US Army developing new smart munition for M-SHORAD chain gun,By Meredith Roaten,18 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/philippine-army-shows-interest-in-javelin-atgms,Philippine Army shows interest in Javelin ATGMs,By Kapil Kajal,17 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/navy-league-2023-finlands-arctic-naval-expertise-cited-for-nato-operations,Navy League 2023: Finland's Arctic naval expertise cited for NATO operations,By Michael Fabey,17 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/pla-deploys-plz-10-mortars-with-71st-group-army,PLA deploys PLZ-10 mortars with 71st Group Army,By Kapil Kajal,14 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/north-korea-claims-to-have-tested-hwaseong-18-solid-fuel-icbm,North Korea claims to have tested Hwaseong-18 solid-fuel ICBM,By Kapil Kajal,14 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/navy-league-2023-frigate-programme-ramps-up-as-us-navy-works-on-future-ship-missile-plans,Navy League 2023: Frigate programme ramps up as US Navy works on future ship missile plans,By Michael Fabey,14 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/new-zealand-defence-force-experiments-with-loitering-munitions,New Zealand Defence Force experiments with loitering munitions,By Oishee Majumdar,13 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/pla-deploys-air-defence-systems-along-taiwan-strait,PLA deploys air-defence systems along Taiwan Strait,By Kapil Kajal,13 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/finland-orders-davids-sling-air-defence-system,Finland orders David's Sling air-defence system,By Nicholas Fiorenza,12 April 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/japan-progresses-hypersonic-and-long-range-missile-programmes,Japan progresses hypersonic and long-range missile programmes,By Kapil Kajal,12 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/czech-madr-radars-pass-military-tests,Czech MADR radars pass military tests,By Olivia Savage,25 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/philippines-trains-on-patriot-avenger-missile-systems,"Philippines trains on Patriot, Avenger missile systems",By Kapil Kajal,25 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/chinas-norinco-delivers-sh-15-howitzers-to-pakistan,China's Norinco delivers SH-15 howitzers to Pakistan,By Kapil Kajal,25 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/australian-defence-review-outlines-shift-to-strategy-of-denial,Australian defence review outlines shift to strategy of denial,By Julian Kerr,25 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/japan-deploys-bmd-system-to-counter-north-korea,Japan deploys BMD system to counter North Korea,By Kapil Kajal,24 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/germany-upgrades-more-puma-ifvs,Germany upgrades more Puma IFVs,By Nicholas Fiorenza,24 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/special-report-us-army-faces-inflection-point-on-integrated-tactical-network,Special report: US Army faces inflection point on Integrated Tactical Network,By Carlo Munoz,21 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/germany-joins-common-armoured-vehicle-system-programme-sweden-buys-its-first-vehicles,"Germany joins Common Armoured Vehicle System programme, Sweden buys its first vehicles",By Nicholas Fiorenza,21 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/ukraine-conflict-denmark-and-netherlands-buy-leopard-2a4-tanks-for-kyiv,Ukraine conflict: Denmark and Netherlands buy Leopard 2A4 tanks for Kyiv,By Nicholas Fiorenza,21 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/droneshield-to-deliver-portable-c-uas-equipment-to-the-us-dod,DroneShield to deliver portable C-UAS equipment to the US DoD,By Oishee Majumdar,20 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/ukraine-conflict-patriots-arrive-in-country,Ukraine conflict: Patriots arrive in country,By Nicholas Fiorenza,20 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/switzerland-orders-more-120-mm-mortar-systems,Switzerland orders more 120 mm mortar systems,By Nicholas Fiorenza,19 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/us-philippine-armies-fire-atmos-2000-himars-in-drills,"US, Philippine armies fire ATMOS 2000, HIMARS in drills",By Kapil Kajal,19 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/us-army-developing-new-smart-munition-for-m-shorad-chain-gun,US Army developing new smart munition for M-SHORAD chain gun,By Meredith Roaten,18 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/philippine-army-shows-interest-in-javelin-atgms,Philippine Army shows interest in Javelin ATGMs,By Kapil Kajal,17 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/navy-league-2023-finlands-arctic-naval-expertise-cited-for-nato-operations,Navy League 2023: Finland's Arctic naval expertise cited for NATO operations,By Michael Fabey,17 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/pla-deploys-plz-10-mortars-with-71st-group-army,PLA deploys PLZ-10 mortars with 71st Group Army,By Kapil Kajal,14 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/navy-league-2023-us-navy-awards-northrop-grumman-anwsn-12-full-rate-production-contract,Navy League 2023: US Navy awards Northrop Grumman AN/WSN-12 full-rate production contract,By Michael Fabey,14 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/pentagon-approves-ibcs-for-full-rate-production,Pentagon approves IBCS for full-rate production,By Carlo Munoz,14 April 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/pla-deploys-air-defence-systems-along-taiwan-strait,PLA deploys air-defence systems along Taiwan Strait,By Kapil Kajal,13 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/australias-defence-review-highlights-requirement-for-disruptive-technologies,Australia's defence review highlights requirement for disruptive technologies,By Oishee Majumdar,25 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/czech-madr-radars-pass-military-tests,Czech MADR radars pass military tests,By Olivia Savage,25 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/special-report-us-army-faces-inflection-point-on-integrated-tactical-network,Special report: US Army faces inflection point on Integrated Tactical Network,By Carlo Munoz,21 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/leonardo-delivers-first-ecrs-mk-2-radar-for-raf-to-bae-systems-for-integration,Leonardo delivers first ECRS Mk 2 radar for RAF to BAE Systems for integration,By Gareth Jennings,21 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/more-flight-testing-slated-for-pac-3-and-aegis,More flight-testing slated for PAC-3 and Aegis,By Michael Fabey,20 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/droneshield-to-deliver-portable-c-uas-equipment-to-the-us-dod,DroneShield to deliver portable C-UAS equipment to the US DoD,By Oishee Majumdar,20 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/uk-reaper-shown-carrying-new-undisclosed-sensor-payload,UK Reaper shown carrying new undisclosed sensor payload,By Gareth Jennings,19 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/indra-delivers-deployable-air-traffic-management-systems-to-raaf,Indra delivers deployable air traffic management systems to RAAF,By Oishee Majumdar,19 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/pentagon-approves-ibcs-for-full-rate-production,Pentagon approves IBCS for full-rate production,By Carlo Munoz,14 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/us-army-developing-hades-isr-prototypes,US Army developing HADES ISR prototypes,By Carlo Munoz,13 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/usaf-sensing-grid-concept-demands-smaller-more-interoperable-sensors,"USAF Sensing Grid concept demands smaller, more interoperable sensors",By Carlo Munoz,11 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/navy-league-2023-us-navy-enters-pre-production-on-new-airborne-ea-capability,Navy League 2023: US Navy enters pre-production on new airborne EA capability,By Carlo Munoz,07 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/japan-launches-funding-scheme-for-defence-exports,Japan launches funding scheme for defence exports,By Jon Grevatt,06 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/navy-league-2023-bae-systems-to-produce-new-f-35-ew-system-variant,Navy League 2023: BAE Systems to produce new F-35 EW system variant,By Carlo Munoz,06 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/finnish-orbiter-uas-to-receive-mid-life-upgrade,Finnish Orbiter UAS to receive mid-life upgrade,By Olivia Savage,04 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/strange-patterns-growing-complexity-of-chinese-activity-in-taiwans-adiz,Strange patterns: Growing complexity of Chinese activity in Taiwan's ADIZ,By Akhil Kadidal,04 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/navy-league-2023-raytheon-prepares-for-further-spy-6-testing-aboard-destroyer-jack-lucas,Navy League 2023: Raytheon prepares for further SPY-6 testing aboard destroyer Jack Lucas,By Michael Fabey,03 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/navy-league-2023-us-navy-task-order-calls-for-ddgx-radar-analysis,Navy League 2023: US Navy task order calls for DDG(X) radar analysis,By Michael Fabey,03 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/navy-league-2023-milestones-reached-on-lpd-programme,Navy League 2023: Milestones reached on LPD programme,By Michael Fabey,03 April 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/navy-league-2023-us-navy-contract-provides-for-destroyer-radar-suit-backfit,Navy League 2023: US Navy contract provides for destroyer radar suit backfit,By Michael Fabey,03 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/indonesia-to-receive-kf-21-prototype-no-5-if-payments-completed,Indonesia to receive KF-21 prototype no 5 if payments completed,By Akhil Kadidal,13 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/chinese-wargames-end-with-massed-incursions-carrier-aircraft-in-taiwans-adiz,"Chinese wargames end with massed incursions, carrier aircraft in Taiwan's ADIZ",By Akhil Kadidal & Ridzwan Rahmat,12 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/irans-irgc-unveils-new-attack-uav,Iran's IRGC unveils new attack UAV,By Jeremy Binnie,12 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/us-air-force-likely-to-end-agm-183a-arrw-programme-after-completing-rd-phase,US Air Force likely to end AGM-183A ARRW programme after completing R&D phase,By Zach Rosenberg,11 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/kai-kf-21-conducts-test-launch-of-iris-t-missile,KAI KF-21 conducts test launch of IRIS-T missile,By Akhil Kadidal,11 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/china-conducts-military-drills-near-taiwan-in-wake-of-tsais-us-visit,China conducts military drills near Taiwan in wake of Tsai's US visit,By Ridzwan Rahmat,10 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/us-government-accountability-office-denies-sikorsky-boeing-flraa-award-protest,US Government Accountability Office denies Sikorsky-Boeing FLRAA award protest,By Zach Rosenberg,10 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/navy-league-2023-dod-explores-accelerated-f-35-weapons-integration,Navy League 2023: DoD explores accelerated F-35 weapons integration,By Carlo Munoz,10 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/navy-league-2023-leonardo-delivers-41st-th-73a-training-helicopter,Navy League 2023: Leonardo delivers 41st TH-73A training helicopter,By Marc Selinger,07 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/japanese-army-uh-60-crashes-near-miyako,Japanese Army UH-60 crashes near Miyako,By Akhil Kadidal,07 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/navy-league-2023-us-navy-northrop-grumman-discuss-next-aargm-er-contract,"Navy League 2023: US Navy, Northrop Grumman discuss next AARGM-ER contract",By Marc Selinger,07 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/navy-league-2023-us-navy-enters-pre-production-on-new-airborne-ea-capability,Navy League 2023: US Navy enters pre-production on new airborne EA capability,By Carlo Munoz,07 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/chinese-ws-15-engine-prepared-for-mass-production,Chinese WS-15 engine prepared for mass production,By Akhil Kadidal & Prasobh Narayanan,07 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/japan-launches-funding-scheme-for-defence-exports,Japan launches funding scheme for defence exports,By Jon Grevatt,06 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/navy-league-2023-bae-systems-to-produce-new-f-35-ew-system-variant,Navy League 2023: BAE Systems to produce new F-35 EW system variant,By Carlo Munoz,06 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/navy-league-2023-textron-to-deliver-first-t-54a-trainer-in-early-2024,Navy League 2023: Textron to deliver first T-54A trainer in early 2024,By Marc Selinger,06 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/pushing-the-envelope-kf-21-achieves-additional-milestones,Pushing the envelope: KF-21 achieves additional milestones,By Akhil Kadidal,05 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/netherlands-requests-new-long-range-precision-missiles-for-f-35s,Netherlands requests new long-range precision missiles for F-35s,By Olivia Savage & William Carboni Jardim,05 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/strange-patterns-growing-complexity-of-chinese-activity-in-taiwans-adiz,Strange patterns: Growing complexity of Chinese activity in Taiwan's ADIZ,By Akhil Kadidal,04 April 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/australian-dod-selects-lockheed-martin-as-preferred-tenderer-for-jp9102,Australian DoD selects Lockheed Martin as ‘preferred tenderer' for JP9102,By Oishee Majumdar,04 April 2023
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/babcock-and-uk-mod-in-dispute-over-rising-costs-for-type-31-frigate-programme,Babcock and UK MoD in dispute over rising costs for Type 31 frigate programme,By Kate Tringham,24 April 2023
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/us-fifth-fleet-usv-transits-strait-of-hormuz-for-first-time,US Fifth Fleet USV transits Strait of Hormuz for first time,By Kate Tringham,21 April 2023
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/uk-royal-navy-type-23-frigate-hms-montrose-decommissions,UK Royal Navy Type 23 frigate HMS Montrose decommissions,By Kate Tringham,19 April 2023
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/japan-launches-funding-scheme-for-defence-exports,Japan launches funding scheme for defence exports,By Jon Grevatt,06 April 2023
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/coming-of-age-dutch-navy-makes-progress-with-de-zeven-provincien-class-frigate-capability-upgrades,Coming of age: Dutch navy makes progress with De Zeven Provinciën-class frigate capability upgrades,By Richard Scott,28 March 2023
